,dt_reference,id_city_origin,id_city_destination,freight_cost,distance
381,19/01/2024,5107065.0,4118204.0,353.33,2018.58
382,26/01/2024,5107065.0,4118204.0,360.0,2018.58
383,02/02/2024,5107065.0,4118204.0,351.33,2018.58
384,09/02/2024,5107065.0,4118204.0,412.5,2018.58
385,16/02/2024,5107065.0,4118204.0,436.67,2018.58
386,01/03/2024,5107065.0,4118204.0,388.0,2018.58
387,08/03/2024,5107065.0,4118204.0,390.0,2018.58
388,22/03/2024,5107065.0,4118204.0,385.0,2018.58
389,05/04/2024,5107065.0,4118204.0,366.67,2018.58
390,12/04/2024,5107065.0,4118204.0,351.5,2018.58
391,19/04/2024,5107065.0,4118204.0,370.0,2018.58
392,26/04/2024,5107065.0,4118204.0,351.0,2018.58
393,10/05/2024,5107065.0,4118204.0,374.5,2018.58
394,17/05/2024,5107065.0,4118204.0,398.0,2018.58
395,14/06/2024,5107065.0,4118204.0,447.5,2018.58
396,07/01/2022,5107909.0,4118204.0,380.0,2271.74
397,21/01/2022,5107909.0,4118204.0,400.0,2271.74
398,11/02/2022,5107909.0,4118204.0,420.0,2271.74
399,18/02/2022,5107909.0,4118204.0,430.0,2271.74
400,25/02/2022,5107909.0,4118204.0,410.0,2271.74
401,18/03/2022,5107909.0,4118204.0,440.0,2271.74
402,25/03/2022,5107909.0,4118204.0,500.0,2271.74
403,15/04/2022,5107909.0,4118204.0,510.0,2271.74
404,22/04/2022,5107909.0,4118204.0,480.0,2271.74
405,29/04/2022,5107909.0,4118204.0,490.0,2271.74
406,13/05/2022,5107909.0,4118204.0,590.0,2271.74
407,10/06/2022,5107909.0,4118204.0,512.0,2271.74
408,17/06/2022,5107909.0,4118204.0,560.0,2271.74
409,01/07/2022,5107909.0,4118204.0,570.0,2271.74
410,08/07/2022,5107909.0,4118204.0,545.0,2271.74
411,15/07/2022,5107909.0,4118204.0,540.0,2271.74
412,05/08/2022,5107909.0,4118204.0,520.0,2271.74
413,19/08/2022,5107909.0,4118204.0,470.0,2271.74
414,26/08/2022,5107909.0,4118204.0,465.0,2271.74
415,02/09/2022,5107909.0,4118204.0,460.0,2271.74
416,30/09/2022,5107909.0,4118204.0,450.0,2271.74
417,21/10/2022,5107909.0,4118204.0,390.0,2271.74
418,03/02/2023,5107909.0,4118204.0,530.0,2271.74
419,10/03/2023,5107909.0,4118204.0,475.0,2271.74
420,21/07/2023,5107909.0,4118204.0,550.0,2271.74
421,23/02/2024,5107909.0,4118204.0,435.0,2271.74
422,08/03/2024,5107909.0,4118204.0,425.0,2271.74
423,22/03/2024,5107909.0,4118204.0,370.0,2271.74
424,28/03/2024,5107909.0,4118204.0,360.0,2271.74
425,07/01/2022,5100201.0,4118204.0,330.0,1798.96
426,21/01/2022,5100201.0,4118204.0,280.0,1798.96
427,28/01/2022,5100201.0,4118204.0,360.0,1798.96
428,04/02/2022,5100201.0,4118204.0,380.0,1798.96
429,11/02/2022,5100201.0,4118204.0,400.0,1798.96
430,18/02/2022,5100201.0,4118204.0,405.0,1798.96
431,25/02/2022,5100201.0,4118204.0,390.0,1798.96
432,18/03/2022,5100201.0,4118204.0,460.0,1798.96
433,25/03/2022,5100201.0,4118204.0,430.0,1798.96
434,08/04/2022,5100201.0,4118204.0,420.0,1798.96
435,22/04/2022,5100201.0,4118204.0,450.0,1798.96
436,29/04/2022,5100201.0,4118204.0,465.0,1798.96
437,27/05/2022,5100201.0,4118204.0,455.0,1798.96
438,10/06/2022,5100201.0,4118204.0,470.0,1798.96
439,24/06/2022,5100201.0,4118204.0,490.0,1798.96
440,01/07/2022,5100201.0,4118204.0,500.0,1798.96
441,08/07/2022,5100201.0,4118204.0,510.0,1798.96
442,22/07/2022,5100201.0,4118204.0,530.0,1798.96
443,05/08/2022,5100201.0,4118204.0,454.0,1798.96
444,12/08/2022,5100201.0,4118204.0,453.5,1798.96
445,19/08/2022,5100201.0,4118204.0,438.5,1798.96
446,26/08/2022,5100201.0,4118204.0,440.0,1798.96
447,02/09/2022,5100201.0,4118204.0,428.5,1798.96
448,09/09/2022,5100201.0,4118204.0,408.5,1798.96
449,23/09/2022,5100201.0,4118204.0,411.0,1798.96
450,04/11/2022,5100201.0,4118204.0,410.0,1798.96
451,11/11/2022,5100201.0,4118204.0,418.5,1798.96
452,09/12/2022,5100201.0,4118204.0,423.5,1798.96
453,17/02/2023,5100201.0,4118204.0,520.0,1798.96
454,10/03/2023,5100201.0,4118204.0,480.0,1798.96
455,26/05/2023,5100201.0,4118204.0,425.0,1798.96
456,06/10/2023,5100201.0,4118204.0,468.0,1798.96
457,08/12/2023,5100201.0,4118204.0,370.0,1798.96
458,05/01/2024,5100201.0,4118204.0,350.0,1798.96
459,19/01/2024,5100201.0,4118204.0,320.0,1798.96
